warehouse_id,sku,MAE_given,RMSE_given,MAPE_given,MAE_moving_avg,RMSE_moving_avg,MAPE_moving_avg,MAE_holt_winters,RMSE_holt_winters,MAPE_holt_winters
S002,P0014,7.640500000000001,9.394220475022575,16.213833447741933,84.40000000000002,95.88197818931668,181.12710750320673,81.82594364290875,94.80391527521681,164.38461368742185
S002,P0015,8.050333333333334,10.006772873076184,34.66748427823262,86.41428571428573,103.08175871409954,522.5815094755944,81.12966538661524,100.32319277934431,447.38921334416614
S002,P0016,9.112666666666668,10.431099175063,12.612763757492132,93.37857142857142,114.08876631219857,170.59919624777905,88.83106428335864,115.56402498288922,145.01948062450086
S002,P0017,8.827166666666667,10.482669586830765,38.93866668038138,96.24285714285712,124.636884834404,274.74487590097056,95.56610493563144,119.15546698773939,308.8795694732591
S002,P0018,7.778000000000001,9.647388247603601,31.414483952486698,109.08333333333333,123.72125928877381,582.3031954915363,91.32113352036421,113.69055268523682,416.4153078325457
S002,P0019,8.710666666666667,10.453752914623532,24.97878870804816,78.76904761904761,102.98450282993676,199.14189920539823,85.29802260660576,101.74866337608393,270.0907625816362
S002,P0020,8.432666666666666,10.313570348493938,17.774764019357626,85.95238095238095,107.13130096409033,145.93897108838834,88.43996672658305,106.88105495370422,164.12727008810265
S003,P0001,7.7553333333333345,9.27671277985904,39.579554318893315,80.76666666666667,96.23616783725336,437.94949129800517,87.48271101795581,99.6503074976114,516.8363006262956
S003,P0002,8.298333333333336,9.596021918830045,25.34209926359874,104.76428571428569,137.7573028546796,171.08476104643955,99.1626971890339,116.345305803701,296.2414350434703
S003,P0003,9.667,11.303138207300366,39.24004053784171,95.55238095238094,106.48913585160587,390.9176461086078,92.11360530395159,106.59690858450463,360.7023134333663
S003,P0004,9.804333333333336,11.498468883580397,19.133055809456017,87.05476190476189,101.90889455349638,300.44639529797354,88.22323593478399,103.76019822216534,299.2480817864768
S003,P0005,8.1605,9.886671077769302,29.708855325470946,110.08809523809525,125.46115072059581,503.2752279152387,85.08192169186864,96.49770346153649,320.4807027531139
S003,P0006,7.304666666666665,9.013653162471549,19.220615553145088,84.36666666666666,101.86175438702556,247.78190935904524,80.85394562788814,101.38356255001058,194.37323847581865
S003,P0007,8.249,9.93832095141495,13.671802302586993,90.08333333333331,128.45978883268793,80.5891597203534,78.43002304446681,108.27961968390632,105.19547680341037
S003,P0008,7.875166666666669,9.59924120265069,19.390231233647842,87.78809523809522,109.85771719460988,273.66322531517704,91.39784057395367,111.18278493013145,301.54492331457885
S003,P0009,8.038166666666664,9.569532816879478,32.46423473328829,92.61666666666666,112.20136326429972,381.774256267565,94.41629797062404,110.52537128632058,478.97720920714687
S003,P0010,7.373500000000003,8.793455236708722,32.15087242342129,105.7,144.4990196045173,196.6708199316266,99.86240229210345,121.96869327901851,393.94820575910245
S003,P0011,8.833499999999997,10.788476336659715,23.7576070700713,96.3595238095238,120.44886430168043,345.5544136821423,95.03976460063706,108.93062236276903,459.72767692241246
S003,P0012,9.005666666666668,10.694990727750383,49.89327777949028,87.1404761904762,107.75021347264867,509.0931380708019,87.22935827286165,110.06044958301825,480.7712592101732
S003,P0013,8.3495,10.12625325577037,19.434964918685093,84.66428571428568,102.77978407063057,235.71867333251265,83.19847429691758,103.01389431207767,227.96160645729455
S003,P0014,8.584,10.223689158029014,14.416776526906425,88.22857142857143,115.22299586241544,187.2394103243871,91.78093486189148,116.64285704533822,210.56646604538085
S003,P0015,8.067333333333336,9.657136221468559,29.325951367273735,84.17142857142859,102.30473020896565,392.6671064816356,85.97895107822609,103.60126425804039,403.3294615632029
S003,P0016,7.5248333333333335,8.926427336846471,28.66928881873353,96.46904761904761,111.61745133345802,507.59149001503107,93.40590731065635,115.91500698692262,388.7264896331822
S003,P0017,8.479333333333333,10.473322300015408,20.634360788117252,91.67619047619048,117.48982008297251,369.95596965510657,91.87178076331583,114.27324429430969,400.8761304916015
S003,P0018,9.151666666666667,10.886143486101954,15.403506160791283,86.72619047619045,116.04930485126822,321.7984808619181,89.68811084861532,113.1121520960486,396.8636177915473
S003,P0019,8.7075,10.322296013968984,19.80293322330727,97.62380952380954,123.40576012752834,420.8067030977939,98.16589934188958,128.4403795936004,348.08558234605897
S003,P0020,7.654833333333334,9.219456148096082,52.048150516211855,89.82380952380952,114.14859035604472,340.7844543029515,82.45074335585488,97.66384650129301,542.8103488216055
S004,P0001,8.493333333333334,10.192050824049101,50.21007062409028,95.69523809523811,129.66129083167442,377.1842330701248,95.06968851612287,119.42057538196333,547.2254249832703
S004,P0002,8.757666666666665,10.454057744882284,31.845548122625,78.26666666666667,98.1419075298898,599.1496612859092,79.41969774721227,100.71609981137742,568.8346778079581
S004,P0003,8.680833333333334,10.05873061905262,33.9513770985014,90.22380952380952,105.04064001338611,445.8352122618411,89.92747556132468,105.73854322606415,455.8071508030234
S004,P0004,8.958333333333334,10.63862585111442,77.80919040960686,108.08333333333333,123.21843747318553,1190.1085670288637,95.39752396445611,115.99515971127364,788.593676606935
S004,P0005,6.823333333333333,8.549655548617151,13.327367751195565,77.60476190476192,100.74442304917035,124.28769258740037,81.07110261265726,97.75663602781916,171.86419467160533
S004,P0006,8.025333333333332,9.669236957140589,15.968503983147414,103.14047619047619,121.63357624746672,250.88982457768103,99.69779503271823,120.18857748746919,232.14894123294926
S004,P0007,8.035833333333334,9.961734035799191,22.0889002225126,79.70714285714284,96.02187427943726,209.7801233575902,81.70419365618032,97.80566665809062,215.3798938713623
S004,P0008,8.327,10.035189916821041,12.123521446786128,97.24761904761905,131.63465984864848,101.75363159738136,84.34130241789828,110.2560189607089,135.91065392242083
S004,P0009,9.964333333333332,11.499064599638816,27.09343805637017,100.53095238095239,128.50786656352008,300.2600089751122,99.22516802068951,123.06233220930746,378.95000687142704
S004,P0010,8.1485,9.921099149455836,27.278935538776977,79.60714285714286,105.0798352145048,245.29904162047328,85.77776326903046,101.9700886990147,305.00763484530734
S004,P0011,9.201166666666664,10.858820301180664,15.641122358184786,94.96666666666667,119.60044593004939,243.94938799075828,97.0732982305247,117.91253500187293,281.25595923895247
S004,P0012,8.334666666666667,10.016086727526542,17.071269804616605,64.87619047619047,80.40296048294347,129.46267455016834,73.71613519673073,84.29686093970767,194.02719843882613
S004,P0013,7.180166666666668,8.583699377308132,40.18530517296716,103.67619047619046,116.0206086548983,604.112225980602,90.69332373870667,110.19945345288852,475.9257448093437
S004,P0014,7.843,9.582265389770834,24.443034642437926,104.46666666666667,118.51497795637478,445.0971114808171,86.47677255955371,103.59235041111143,347.421175979282
S004,P0015,8.199333333333335,10.013017360749291,12.540488867994318,80.36428571428573,91.63362979192485,163.80545696014246,79.00860819251878,89.627779872421,157.6513933689938
S004,P0016,7.667166666666666,9.740257782351895,20.52632732594259,98.79761904761905,116.42322365749335,400.2559684281283,84.99289445569859,100.58722896723718,300.96300475487976
S004,P0017,8.126333333333335,9.809853549705352,26.041458701800906,93.31190476190476,113.66489565121398,366.4365227387397,87.89983362615378,105.22595905373542,390.5010928878466
S004,P0018,8.129,9.623974923768937,28.33827282271873,87.2738095238095,104.11206841243548,433.1420237742889,87.95984458739571,105.84301860808685,428.2096265021424
S004,P0019,8.023666666666669,9.598679423059542,15.949877864943296,86.92142857142856,100.40060404458235,185.2855521607394,87.25267399058826,101.03332492431079,183.991609686474
S004,P0020,7.837166666666667,9.407729534802751,10.97829380422649,97.43809523809526,120.82226503377247,212.30366051229433,97.56866281802112,124.49856269611789,171.90704675586954
S005,P0001,9.569500000000003,11.417368567231243,24.230283816464375,78.69761904761906,96.8942143551936,258.24806807333107,83.73988125673505,101.1895448522504,302.9950679420922
S005,P0002,8.594500000000002,10.162319207083915,14.133514519051236,90.56666666666666,115.94423947168168,137.273906467205,92.64365163329225,113.9005926917793,163.78149061091645
S005,P0003,8.149999999999999,9.959819275468806,32.58220103306896,95.83333333333333,120.82313210515892,280.234192907053,95.60028254424559,115.82971596741952,348.1391069072634
S005,P0004,7.7288333333333314,9.566657984897338,14.319709162138524,133.83333333333334,151.18245048064716,368.337948994121,96.34876287725844,118.79948910923164,199.58395347206874
S005,P0005,7.627833333333334,9.238410848192453,13.631454045646043,104.98333333333332,120.59113611225136,208.6363369998744,89.72849893328356,112.95860562352051,153.82233528602063
S005,P0006,7.697666666666668,9.299380445312833,20.53284888011013,99.34285714285714,128.5233269808687,207.75759446343977,102.13571899660049,124.06535081979719,261.8368057329013
S005,P0007,9.9935,11.64315056159629,44.63343660823351,89.79285714285716,105.27738385342032,892.1132093149064,89.36198761133815,105.9491577240822,816.4208684269513
S005,P0008,7.626000000000001,9.348973740470127,26.470557466073576,98.90238095238097,113.89783732336086,420.91339612542953,90.5692633222379,111.6467265471022,323.782833285835
S005,P0009,8.005333333333336,9.957190366765117,48.82759079874493,91.15,130.36595925828695,180.04611665695091,90.04912848758791,109.37228945420337,437.8471461298729
S005,P0010,9.205333333333332,10.82833197373138,51.52501487801978,83.28333333333333,114.22810601634622,379.00659991112497,88.00361910517519,109.28422555221564,546.125425601151
S005,P0011,7.627333333333334,9.096986314159214,26.30777574224592,90.41904761904763,111.33568472811199,373.45664982368277,93.97597913232084,111.88279755589258,419.35807781948824
S005,P0012,8.4335,10.278623043319891,22.53386309436303,98.04047619047621,117.1830839757515,616.094217743767,97.72231057190223,118.5480405515914,547.9747567160983
S005,P0013,8.287333333333331,10.091718717179281,7.770262475219352,89.94047619047618,104.70961303158602,159.14000192225194,87.96346718900664,112.26657661716683,111.73198477007635
S005,P0014,6.867666666666666,8.557149447489314,10.782938494565492,110.77380952380955,127.58408325226046,271.50946025746794,89.26753704101559,109.75472493866458,157.49612597244675
S005,P0015,8.243833333333333,9.856808898759612,20.06217155837345,97.23333333333333,124.32578171883738,154.42203535714782,94.43601286296476,109.56090637865032,242.62417143739316
S005,P0016,7.621166666666667,9.223078390645934,18.82148500772661,106.50476190476188,124.56540232256431,407.4342036848306,87.85012809707972,105.17132099958972,271.59729999137636
S005,P0017,7.895833333333333,9.682291309395726,21.747763440916,107.50714285714288,123.05590649151702,600.9806211432908,81.02264223651157,101.23787153294535,370.984890820609
S005,P0018,8.801333333333334,10.2607332421551,21.960068660506536,74.77380952380953,103.07371544834567,168.33074054968853,82.68539120183512,98.70247324214482,262.28073512977113
S005,P0019,8.384833333333333,9.797430530501352,23.064917601271564,95.02857142857142,113.70690332581209,292.6001039187014,97.2670132378548,116.6869923744327,300.1417180220649
S005,P0020,8.399000000000001,10.255675501886747,26.012727528502005,95.15,119.07860691933853,381.4462601444933,98.43168708668577,123.0674509395341,341.3056625157267
